P=3.4
# Times (BJD) 	 Norm. Flux. 	 Norm. Flux Err.
2457288.88108	0.981256167133	0.00134523131012
2457288.88188	0.984796809173	0.0014983816294
2457288.88268	0.980635071247	0.00124675782651
2457288.88348	0.982018506935	0.00149353740616
2457288.88428	0.980953866303	0.00147432575628
2457288.88507	0.983405574499	0.00148387215188
2457288.88586	0.98400589359	0.00150581020019
2457288.88666	0.985169580004	0.00131319146267
2457288.88746	0.983064471855	0.00151142683542
2457288.88826	0.982312717846	0.00150571315832
2457288.88906	0.979802385167	0.00150355153357
2457288.88985	0.982593202124	0.00151086705163
2457288.89065	0.981902332657	0.00150071889133
2457288.89145	0.984563645468	0.00151638757716
2457288.89224	0.984841170449	0.00151165948098
2457288.89304	0.985939805583	0.00150182132156
2457288.89384	0.981751653899	0.00150119291304
2457288.89463	0.985714813886	0.00152117757348
2457288.89543	0.988532308555	0.0015177297738
2457288.89623	0.988225169422	0.00152368716291
2457288.89703	0.989852351858	0.00154503312426
2457288.89783	0.988679434658	0.00153661985392
2457288.89863	0.993672206038	0.00157129516084
2457288.89943	0.993005133518	0.00139927782668
2457288.90021	0.994166505606	0.00159413576865
2457288.90101	0.994218740086	0.00161059867499
2457288.90181	0.995054769633	0.00166302133247
2457288.90261	0.998880071396	0.00170686233458
2457288.90341	0.999175991725	0.00172373901993
2457288.90421	0.999692649422	0.00178450952824
2457288.90501	0.998292007002	0.00184455443758
2457288.9058	0.999160313148	0.00166364364893
2457288.90659	0.998863826316	0.00203278087917
2457288.90739	0.998888390891	0.0021432004948
2457288.90819	1.00307560353	0.00196411093693
2457288.90899	0.999383635115	0.00249889053468
2457288.90979	1.00231412384	0.0022460751788
2457288.91058	1.00034140206	0.00244690149045
2457288.91138	1.00192268593	0.00249637082008
2457288.91218	1.00050725408	0.00303608698018
2457288.91297	1.00352416198	0.00339036040127
2457288.91377	1.00290162547	0.00390067816818
2457288.91457	1.00211877954	0.00446653797621
2457288.91536	1.00463199079	0.00495046855475
2457288.91616	1.00314040247	0.0060437705564
2457292.70837   1.00039049033   0.00173542859724
2457292.71021   0.996895341768  0.00161327146999
2457292.71141   1.00043347647   0.00163406991182
2457292.71268   0.9994654966    0.00164848879438
2457292.71394   0.99933659399   0.00164495071464
2457292.7152    0.998415532037  0.00161141398089
2457292.71646   1.00034463274   0.00160258161494
2457292.71772   0.998489176877  0.00163528575237
2457292.71898   1.00043645837   0.00163676780519
2457292.72025   1.00210186354   0.00159877286966
2457292.72151   1.00123618546   0.00159444297383
2457292.72276   0.999468932782  0.00165260374895
2457292.72402   1.00148900102   0.00156118028788
2457292.72528   1.00170468699   0.00164452938121
2457292.72655   0.999622834379  0.00167852169035
2457292.72782   1.00074731933   0.00155861701974
2457292.72908   1.00145276528   0.00155792690694
2457292.73033   0.998462661534  0.00154766451269
2457292.73159   1.0 0.00154862731969
2457292.73285   0.998855692963  0.00158775197628
2457292.73411   0.999322796113  0.00154423799875
2457292.73537   1.00154202546   0.00155448048302
2457292.73664   0.999795890267  0.00156752857143
2457292.7379    1.00005910942   0.00154903455311
2457292.73916   0.999686997853  0.00153889683695
2457292.74042   1.00129485642   0.0015197081369
2457292.74168   1.00073719392   0.00153063176467
2457292.74294   0.999447267011  0.0015236396121
2457292.74421   1.00119372688   0.00151676850117
2457292.74546   0.998772645871  0.00156584615781
2457292.74672   0.995687997968  0.00151469449546
2457292.74798   0.995885252566  0.00152685542381
2457292.74924   0.992652916268  0.0014881305315
2457292.7505    0.993229312813  0.00148241390059
2457292.75176   0.991841153384  0.00149005150587
2457292.75303   0.989966639069  0.00147087035189
2457292.75425   0.988559887994  0.00153205241297
2457292.75546   0.985975716684  0.00151960619286
2457292.75665   0.985728448076  0.00150920268879
2457292.75785   0.985314029412  0.00151285487101
2457292.75906   0.983355448438  0.00149088785943
2457292.76026   0.982560107186  0.00137247890701
2457292.76144   0.982433521502  0.00155651746264
2457292.76253   0.980842791673  0.00169426039103
2457292.76356   0.979820908102  0.00169495206177
2457292.76459   0.982510523633  0.00168892884409
2457292.76562   0.983171268131  0.00168580675419
2457292.76665   0.982879283934  0.00172580996913
2457292.76768   0.980413376978  0.00157267349967
2457292.7687    0.979340785091  0.00172329118604
2457292.76973   0.978491886991  0.0017000989256
2457292.77076   0.980093738771  0.00170400394859
2457292.77179   0.980177031549  0.00169533059345
2457292.77284   0.979306911706  0.00160858351531
2457292.77393   0.980624512346  0.00159491351799
2457292.77502   0.980391265498  0.00159901011557
2457292.77608   0.976981688782  0.00165941997352
2457292.77711   0.977218260874  0.00168064453373
2457292.77813   0.980672550158  0.00167381949175
2457292.77916   0.980453468032  0.00166894373034
2457292.78019   0.977587237519  0.00166415574991
2457292.78122   0.980113077834  0.00165452689068
2457292.78225   0.97754789067   0.00164844464569
2457292.78325   0.978539637532  0.0017416705462
2457292.78422   0.979768041008  0.00174661837277
2457292.78518   0.977591364157  0.00174338242549
2457292.78615   0.979795353804  0.00175094720368
2457292.78712   0.980844861133  0.0017591875917
2457292.7881    0.97790175472   0.00173210010238
2457292.78907   0.979091199052  0.00173616864304
2457292.79004   0.978854377742  0.00173773563521
2457292.79101   0.977432876824  0.0016143835667
2457292.79199   0.980767892693  0.00174792271301
2457292.79296   0.981920463682  0.00175052702796
2457292.79393   0.980659191875  0.00173757399282
2457292.7949    0.980318832027  0.00174785543995
2457292.79586   0.980881591234  0.00172797816889
2457292.79684   0.97929974765   0.00173890396395
2457292.79781   0.980109435813  0.00173574600828
2457292.79878   0.979955038225  0.00172810390343
2457292.79975   0.980351014319  0.00173472961584
2457292.80072   0.982799045187  0.0017420678192
2457292.8017    0.983750117121  0.00175244427377
2457292.80267   0.981961993841  0.00173741063462
2457292.80364   0.985479267613  0.00174435146916
2457292.8046    0.982986724913  0.00174305471007
2457292.80559   0.986347016119  0.00176705004146
2457292.80655   0.989691430877  0.00175315741695
2457292.80752   0.990265611586  0.00175144904938
2457292.80849   0.992384495562  0.00175866749656
2457292.80946   0.990885110666  0.00175443254044
2457292.81044   0.9914734866    0.00174261694238
2457292.81141   0.993693264779  0.00175570321566
2457292.81238   0.995587357731  0.00175930880448
2457292.81335   0.99535131776   0.00176497252803
2457292.81432   0.995479151131  0.0017873908282
2457292.8153    0.996492622943  0.00177018923869
2457292.81626   0.999832063371  0.00176764079458
2457292.81723   0.997952350086  0.00177793131239
2457292.8182    0.999836516732  0.00178761756746
2457292.81917   0.99831565073   0.00178223918513
2457292.82015   0.999699956018  0.00176333878148
2457292.82112   0.999392720792  0.00179053751659
2457292.82209   0.998036126129  0.00164497708611
2457292.82305   0.998192888544  0.00177547057869
2457292.82402   0.998699885538  0.00175710775532
2457292.825 1.00050373015   0.00177424602709
2457292.82597   0.998045000719  0.00176013699367
2457292.82694   0.997873585278  0.00175591868405
2457292.82791   0.998975743384  0.00176394700955
2457292.82889   0.999282814081  0.00176381868131
2457292.82986   0.997195324268  0.00175576226027
2457292.83082   0.998143447302  0.00175565402535
2457292.83179   1.00047484237   0.00176624699851
2457292.83276   0.999419737954  0.00175559463401
2457292.83374   0.998016799897  0.00174720197705
2457292.83471   0.998941304504  0.0017615494852
2457292.83568   0.998190098433  0.00175456815424
2457292.83665   0.999167798808  0.0017470038263
2457292.83762   0.998870498461  0.0017513078024
2457292.8386    1.0004038196    0.00175062957567
2457292.83956   0.998393495017  0.0017527831623
2457292.84053   0.999651086902  0.00175013703821
2457292.8415    0.998633168087  0.00174506534086
2457292.84247   1.0010496373    0.0017615425697
2457292.84345   0.997686061956  0.00175586530979
2457292.84442   1.00043196311   0.00176059367931
2457292.84539   0.999602927196  0.00176431254906
2457292.84636   0.998135311602  0.00176108087137
2457292.84734   0.999316209939  0.0017436743729
2457292.84831   0.999094420141  0.00175254539402
2457292.84928   0.998106511085  0.00173702476025
2457292.85025   0.999557562564  0.0017394372085
2457292.85121   1.00022055568   0.00174830246421
2457292.85219   0.998138525272  0.00174768710106
2457292.85316   0.996288389601  0.00174313993792
2457292.85413   0.998428590137  0.00175175281719
2457292.8551    0.999590297585  0.00175411548907
2457292.85607   0.997844292333  0.00175373403992
2457292.85705   0.998238719055  0.00173439681905
2457292.85801   0.998810505395  0.00174800182314
2457292.85898   0.998936182399  0.0017946919716
2457292.85995   0.999854681096  0.00175026262123
2457292.86092   0.999014960663  0.00174820340952
2457292.8619    1.00017600644   0.00174265045409
2457292.86287   0.99928280333   0.00174419487972
2457292.86384   1.00206050118   0.00174459590426
2457292.86481   0.995658200945  0.00161468126247
2457292.86579   0.999901257015  0.00175284779799
2457292.86676   0.999909092986  0.00175232865514
2457292.86773   0.999960050531  0.00176545396306
2457292.86869   0.999250810296  0.00175439893737
2457292.86966   1.00001662267   0.00175922061546
2457292.87064   0.999473788862  0.00176466295367
2457292.87161   0.999554497226  0.00176547063028
2457292.87261   0.997492912863  0.00166199775986
2457292.87364   0.999524692309  0.00165894697019
2457292.87468   0.997761260938  0.00165823214296
2457292.87571   0.998666689397  0.00165829239578
2457292.87674   1.00122825912   0.00165756761703
2457292.87777   0.999830359978  0.00163649565541
2457292.8788    0.999200397677  0.00165196691624
2457292.87983   0.999010605426  0.00164724326709
2457292.88083   0.997046231778  0.00166145412474
2457292.88186   0.998977513388  0.00163366887619
2457292.88289   0.997681357469  0.0016385165474
2457292.88392   0.999844841375  0.00164587210963
2457292.88495   1.00003684899   0.00163521965173
2457292.88598   0.996884965686  0.00162235938992
2457292.88701   0.999381135847  0.00163254212614
2457292.88804   0.997442655497  0.00162785202727
2457292.88907   1.00114916075   0.00163953090678
2457292.8901    0.999997214713  0.0016330156369
2457292.89113   0.99802227943   0.00161919531041
2457292.89216   0.999393980053  0.00150429126123
2457292.89319   0.995922732286  0.00164533804612
2457292.89422   0.997479813846  0.00162426179955
2457292.89525   0.998958465427  0.00161279229209
2457292.89628   0.997403562146  0.00160903382632
